0.6 0.0720954 0.0720954 2 1 0
0.60049 0.0720585 0.0720585 1 1 0
0.600981 0.0720215 0.0720215 1 1 0
0.601961 0.0719475 0.0719475 1 1 0
0.603593 0.0718241 0.0718241 1 1 0
0.605224 0.0717004 0.0717004 1 1 0
0.606855 0.0715766 0.0715766 1 1 0
0.608484 0.0714526 0.0714526 1 1 0
0.610112 0.0713284 0.0713284 1 1 0
0.611739 0.071204 0.071204 1 1 0
0.613365 0.0710795 0.0710795 1 1 0
0.614989 0.0709548 0.0709548 1 1 0
0.616613 0.0708299 0.0708299 1 1 0
0.618235 0.0707048 0.0707048 1 1 0
0.619856 0.0705795 0.0705795 1 1 0
0.621476 0.0704541 0.0704541 1 1 0
0.623095 0.0703284 0.0703284 1 1 0
0.624713 0.0702026 0.0702026 1 1 0
0.62633 0.0700767 0.0700767 1 1 0
0.627945 0.0699505 0.0699505 1 1 0
0.62956 0.0698242 0.0698242 1 1 0
0.631173 0.0696977 0.0696977 1 1 0
0.632785 0.0695711 0.0695711 1 1 0
0.634396 0.0694442 0.0694442 1 1 0
0.636006 0.0693172 0.0693172 1 1 0
0.637614 0.0691901 0.0691901 1 1 0
0.639221 0.0690627 0.0690627 1 1 0
0.640828 0.0689352 0.0689352 1 1 0
0.642433 0.0688075 0.0688075 1 1 0
0.644036 0.0686797 0.0686797 1 1 0
0.645639 0.0685517 0.0685517 1 1 0
0.647241 0.0684235 0.0684235 1 1 0
0.648841 0.0682952 0.0682952 1 1 0
0.65044 0.0681667 0.0681667 1 1 0
0.650815 0.0681365 0.0681365 1 1 0
0.652413 0.0680079 0.0680079 2 1 0
0.654009 0.067879 0.067879 2 1 0
0.655604 0.06775 0.06775 2 1 0
0.657198 0.0676208 0.0676208 2 1 0
0.658791 0.0674915 0.0674915 2 1 0
0.660383 0.067362 0.067362 2 1 0
0.661974 0.0672324 0.0672324 2 1 0
0.663563 0.0671026 0.0671026 2 1 0
0.665151 0.0669727 0.0669727 2 1 0
0.666738 0.0668426 0.0668426 2 1 0
0.668324 0.0667124 0.0667124 2 1 0
0.669908 0.066582 0.066582 2 1 0
0.671491 0.0664515 0.0664515 2 1 0
0.673074 0.0663208 0.0663208 2 1 0
0.674654 0.06619 0.06619 2 1 0
0.676234 0.066059 0.066059 2 1 0
0.677813 0.0659279 0.0659279 2 1 0
0.67939 0.0657967 0.0657967 2 1 0
0.680966 0.0656653 0.0656653 2 1 0
0.682541 0.0655338 0.0655338 2 1 0
0.684115 0.0654021 0.0654021 2 1 0
0.685687 0.0652703 0.0652703 2 1 0
0.687258 0.0651384 0.0651384 2 1 0
0.688828 0.0650064 0.0650064 2 1 0
0.690397 0.0648742 0.0648742 2 1 0
0.691965 0.0647419 0.0647419 2 1 0
0.693531 0.0646094 0.0646094 2 1 0
0.695097 0.0644769 0.0644769 2 1 0
0.696661 0.0643442 0.0643442 2 1 0
0.698224 0.0642114 0.0642114 2 1 0
0.699785 0.0640785 0.0640785 2 1 0
0.701346 0.0639454 0.0639454 2 1 0
0.702905 0.0638123 0.0638123 2 1 0
0.704463 0.063679 0.063679 2 1 0
0.70602 0.0635456 0.0635456 2 1 0
0.707576 0.0634121 0.0634121 2 1 0
0.70913 0.0632785 0.0632785 2 1 0
0.710683 0.0631448 0.0631448 2 1 0
0.712236 0.063011 0.063011 2 1 0
0.713787 0.0628771 0.0628771 2 1 0
0.715336 0.0627431 0.0627431 2 1 0
0.716885 0.0626089 0.0626089 2 1 0
0.718432 0.0624747 0.0624747 2 1 0
0.719978 0.0623404 0.0623404 2 1 0
0.721524 0.062206 0.062206 2 1 0
0.723067 0.0620715 0.0620715 2 1 0
0.72461 0.0619369 0.0619369 2 1 0
0.726152 0.0618023 0.0618023 2 1 0
